25503936;41.16607;-8.640636;-0.1508076;0.7184835
25503937;41.16634;-8.640759;-0.1508097;0.7184881
25503938;41.16661;-8.640679;-0.1508083;0.7184928
25503940;41.1673;-8.640431;-0.150804;0.718505
25503943;41.1683;-8.640315;-0.1508019;0.7185225
25503951;41.16835;-8.642045;-0.1508321;0.7185232
25503952;41.16821;-8.642501;-0.1508401;0.7185209
25503953;41.16814;-8.642701;-0.1508436;0.7185195
25503962;41.1678;-8.643768;-0.1508622;0.7185137
25503965;41.16728;-8.64381;-0.1508629;0.7185046
25503966;41.16708;-8.643664;-0.1508604;0.7185012
25503967;41.16685;-8.643516;-0.1508578;0.7184971
25503969;41.1666;-8.643494;-0.1508574;0.7184927
25503977;41.16593;-8.64142;-0.1508212;0.7184811
25503993;41.16693;-8.642846;-0.1508461;0.7184985
25503994;41.16696;-8.643142;-0.1508513;0.718499
25503995;41.16702;-8.64325;-0.1508532;0.7185
25503996;41.16728;-8.64355;-0.1508584;0.7185046
25503998;41.16752;-8.643572;-0.1508588;0.7185088
25503999;41.16765;-8.643422;-0.1508562;0.718511
25504000;41.1677;-8.643175;-0.1508519;0.7185119
25504002;41.16768;-8.643067;-0.15085;0.7185115
25504003;41.16751;-8.642352;-0.1508375;0.7185086
25504005;41.16788;-8.642605;-0.1508419;0.7185151
25504006;41.16809;-8.642519;-0.1508404;0.7185188
25504007;41.16823;-8.642273;-0.1508361;0.7185212
25504008;41.16823;-8.641963;-0.1508307;0.7185211
25504010;41.16808;-8.641736;-0.1508268;0.7185186
25504011;41.16787;-8.641665;-0.1508255;0.7185149
25504013;41.16761;-8.641809;-0.150828;0.7185103
25504017;41.16748;-8.64118;-0.150817;0.7185081
25504018;41.16739;-8.640819;-0.1508107;0.7185064
25504021;41.16719;-8.64069;-0.1508085;0.7185029
25504024;41.16691;-8.640781;-0.1508101;0.7184981
25504025;41.16677;-8.641125;-0.1508161;0.7184957
25504027;41.16681;-8.641503;-0.1508227;0.7184964
25620518;41.14993;-8.614813;-0.1503568;0.7182017
25620570;41.15299;-8.612018;-0.1503081;0.7182552
25620653;41.1536;-8.611996;-0.1503077;0.7182658
25620737;41.14795;-8.612149;-0.1503104;0.7181672
25620759;41.1488;-8.612135;-0.1503101;0.718182
25620947;41.14717;-8.612186;-0.150311;0.7181537
25620960;41.14599;-8.612215;-0.1503115;0.718133
25632225;41.15158;-8.617634;-0.1504061;0.7182306
25632226;41.15071;-8.621094;-0.1504665;0.7182155
25632227;41.15166;-8.621317;-0.1504704;0.7182319
25632228;41.15023;-8.623086;-0.1505012;0.7182069
25632230;41.14964;-8.620875;-0.1504627;0.7181967
25632231;41.15067;-8.623184;-0.1505029;0.7182146
25632278;41.15249;-8.618065;-0.1504136;0.7182465
25632279;41.15224;-8.617943;-0.1504115;0.7182422
25632283;41.15501;-8.619042;-0.1504307;0.7182905
25632284;41.1552;-8.61888;-0.1504278;0.7182937
25632285;41.15416;-8.61333;-0.150331;0.7182757
25632292;41.15287;-8.613593;-0.1503356;0.7182531
25632293;41.15375;-8.613284;-0.1503302;0.7182684
25632361;41.1526;-8.620778;-0.150461;0.7182484
25632364;41.15358;-8.62107;-0.1504661;0.7182655
25632365;41.15073;-8.614271;-0.1503474;0.7182157
25632366;41.15168;-8.613873;-0.1503405;0.7182323
25632370;41.14777;-8.620502;-0.1504561;0.7181641
25632372;41.15292;-8.624072;-0.1505184;0.7182539
25632373;41.15525;-8.613317;-0.1503308;0.7182947
25632374;41.15522;-8.611936;-0.1503066;0.7182941
25632375;41.15519;-8.610033;-0.1502734;0.7182936
25632376;41.15185;-8.610143;-0.1502753;0.7182353
25632398;41.15092;-8.606738;-0.1502159;0.7182191
25632399;41.15111;-8.607389;-0.1502273;0.7182223
25632400;41.15023;-8.60775;-0.1502336;0.7182069
25632401;41.15049;-8.608911;-0.1502538;0.7182115
25632402;41.15016;-8.609421;-0.1502627;0.7182058
25632403;41.14964;-8.609517;-0.1502644;0.7181967
25632404;41.14922;-8.6095;-0.1502641;0.7181893
25632410;41.15096;-8.605365;-0.1501919;0.7182197
25632411;41.15094;-8.604254;-0.1501726;0.7182193
25632412;41.14939;-8.60411;-0.15017;0.7181924
25632413;41.1514;-8.604291;-0.1501732;0.7182274
25632414;41.15185;-8.605035;-0.1501862;0.7182353
25632416;41.15231;-8.606874;-0.1502183;0.7182432
25632417;41.15117;-8.608475;-0.1502462;0.7182233
25632419;41.1509;-8.609983;-0.1502726;0.7182187
25632421;41.14981;-8.610211;-0.1502765;0.7181997
25632422;41.1492;-8.61045;-0.1502807;0.7181891
25632423;41.15101;-8.602248;-0.1501376;0.7182206
25632424;41.15095;-8.603686;-0.1501627;0.7182196
25632425;41.15326;-8.603552;-0.1501603;0.7182599
25632426;41.15328;-8.602427;-0.1501407;0.7182603
25632427;41.15328;-8.600797;-0.1501122;0.7182602
25632428;41.15104;-8.601166;-0.1501187;0.7182212
25632429;41.15108;-8.600131;-0.1501006;0.7182218
25632432;41.14899;-8.602106;-0.1501351;0.7181854
25632433;41.1492;-8.603171;-0.1501537;0.7181889
25632438;41.14896;-8.601921;-0.1501319;0.7181848
25632439;41.1495;-8.60183;-0.1501303;0.7181943
25632440;41.15015;-8.601228;-0.1501197;0.7182056
25632444;41.15054;-8.600733;-0.1501111;0.7182124
25632445;41.15228;-8.60487;-0.1501833;0.7182428
25632446;41.15363;-8.604746;-0.1501811;0.7182663
